Epoch,Type,Total Fault Intensity,Landing Velocity
0,Optimization,0.28,2.2905636685262545
1,ML,0.28,5.052340326188988
100,ML,0.28,1.3351120416775144
500,ML,0.28,1.954160209029405
1200,ML,0.28,0.6297690953492874
2000,ML,0.28,0.47133759918132134
0,Optimization,0.28,2.7197757851445004
1,ML,0.28,6.8679394987768365
100,ML,0.28,1.0220189926962437
500,ML,0.28,0.7199716867902612
1200,ML,0.28,0.7065471385963213
2000,ML,0.28,0.5036634497958572
0,Optimization,0.28,2.007404982430804
1,ML,0.28,3.397517314604922
100,ML,0.28,1.6207566440827517
500,ML,0.28,1.2216443005966982
1200,ML,0.28,0.7205633636660368
2000,ML,0.28,0.5195631116817658
0,Optimization,0.28,3.708647394010211
1,ML,0.28,5.685674784100662
100,ML,0.28,1.719922106442334
500,ML,0.28,0.6845442335169928
1200,ML,0.28,0.9658470332244327
2000,ML,0.28,0.7596680096156266
0,Optimization,0.28,3.039911907831019
1,ML,0.28,3.78719870358594
100,ML,0.28,1.2537610472309417
500,ML,0.28,0.7398711694179594
1200,ML,0.28,0.7625621297966725
2000,ML,0.28,0.5759025303313697
0,Optimization,0.28,4.539330402072576
1,ML,0.28,7.529410946799553
100,ML,0.28,0.9668393488136727
500,ML,0.28,1.489339453465971
1200,ML,0.28,0.6911118642515381
2000,ML,0.28,0.48120747461774593
0,Optimization,0.28,2.4201989207259516
1,ML,0.28,7.328982621636398
100,ML,0.28,0.9641630554097305
500,ML,0.28,1.8064477455262282
1200,ML,0.28,0.5653313344383268
2000,ML,0.28,0.6102738686754846
0,Optimization,0.28,2.3701443347525584
1,ML,0.28,5.401570864970996
100,ML,0.28,1.420226038678937
500,ML,0.28,0.843046215471544
1200,ML,0.28,0.7669678925646339
2000,ML,0.28,0.29452980301996734
0,Optimization,0.28,2.54357949839878
1,ML,0.28,3.6384766414017653
100,ML,0.28,1.1566077436657474
500,ML,0.28,0.8973922742415087
1200,ML,0.28,1.076096336046251
2000,ML,0.28,0.6489161990882519
0,Optimization,0.3,2.430428130393488
1,ML,0.3,17.25466700557918
100,ML,0.3,1.6674456208470838
500,ML,0.3,0.7834968190598014
1200,ML,0.3,1.2800889339527215
2000,ML,0.3,0.49152020233613425
0,Optimization,0.3,2.977725950716189
1,ML,0.3,10.213704611929465
100,ML,0.3,2.3072245055515204
500,ML,0.3,1.812071381442046
1200,ML,0.3,0.7508617175567202
2000,ML,0.3,0.5287265174872868
0,Optimization,0.3,2.532653751379484
1,ML,0.3,5.811043821030195
100,ML,0.3,1.2951824441652178
500,ML,0.3,1.3717970297584692
1200,ML,0.3,0.8775771936372093
2000,ML,0.3,0.7847565483020063
0,Optimization,0.3,3.6948016302219067
1,ML,0.3,8.106608533294118
100,ML,0.3,1.0461096425395249
500,ML,0.3,2.0131347243188085
1200,ML,0.3,1.0890738995111933
2000,ML,0.3,0.5438766887181034
0,Optimization,0.3,4.433340193675996
1,ML,0.3,5.530862676148107
100,ML,0.3,1.1296462534201586
500,ML,0.3,1.2578503838876238
1200,ML,0.3,0.7621378713972456
2000,ML,0.3,0.3935204812710327
0,Optimization,0.3,3.8214744703143024
1,ML,0.3,14.472440817620308
100,ML,0.3,1.2767048912274612
500,ML,0.3,0.8168790461485727
1200,ML,0.3,0.9598008497445022
2000,ML,0.3,0.5728724202392689
0,Optimization,0.3,3.6851826540273653
1,ML,0.3,5.56883194362932
100,ML,0.3,2.0172344788664027
500,ML,0.3,0.8094822982474095
1200,ML,0.3,1.100839921360248
2000,ML,0.3,0.5103094927983145
0,Optimization,0.3,2.8610729233035546
1,ML,0.3,4.396914920012642
100,ML,0.3,3.443424905589035
500,ML,0.3,1.0338495244677988
1200,ML,0.3,0.6001293552857458
2000,ML,0.3,0.6139880588504701
0,Optimization,0.3,4.7445058947164345
1,ML,0.3,5.2089944626896205
100,ML,0.3,2.0066617514262117
500,ML,0.3,1.5955139263848155
1200,ML,0.3,1.3750767633346968
2000,ML,0.3,0.6335653009927917
0,Optimization,0.32,3.8789597297522835
1,ML,0.32,5.1864016257248515
100,ML,0.32,2.7677142507367707
500,ML,0.32,1.1052904156231467
1200,ML,0.32,0.6943542927645636
2000,ML,0.32,0.4917596286003055
0,Optimization,0.32,3.133359073471319
1,ML,0.32,6.502395704937532
100,ML,0.32,4.556889652025597
500,ML,0.32,1.310437580059786
1200,ML,0.32,0.6306663929977269
2000,ML,0.32,0.7042237015093177
0,Optimization,0.32,2.916133742196971
1,ML,0.32,20.982392439217715
100,ML,0.32,2.998996037859201
500,ML,0.32,1.2842231336065786
1200,ML,0.32,0.8340200309702119
2000,ML,0.32,0.5208603317855931
0,Optimization,0.32,4.151458033287735
1,ML,0.32,8.109545911614601
100,ML,0.32,2.155045925600117
500,ML,0.32,0.7404631834831565
1200,ML,0.32,1.9045698404094973
2000,ML,0.32,0.5094917479142614
0,Optimization,0.32,4.031550321521278
1,ML,0.32,15.605475941722183
100,ML,0.32,1.004296887087564
500,ML,0.32,1.0013017140186677
1200,ML,0.32,0.7082385839544794
2000,ML,0.32,0.6066485837656258
0,Optimization,0.32,3.5225566819788297
1,ML,0.32,4.093935806226555
100,ML,0.32,1.130282127009486
500,ML,0.32,1.0689196989555487
1200,ML,0.32,0.758651293968633
2000,ML,0.32,0.38235148427090365
0,Optimization,0.32,5.074823831310559
1,ML,0.32,6.938904902536482
100,ML,0.32,2.701265223255889
500,ML,0.32,1.8820219957943463
1200,ML,0.32,0.6882954298835904
2000,ML,0.32,0.6696939561268274
0,Optimization,0.32,4.423795005027428
1,ML,0.32,10.4816717330266
100,ML,0.32,3.289243055896725
500,ML,0.32,1.4393443179944359
1200,ML,0.32,0.5872005840765033
2000,ML,0.32,0.455543727621693
0,Optimization,0.32,3.950633348294937
1,ML,0.32,5.204289724496072
100,ML,0.32,1.698066598562658
500,ML,0.32,1.5231316152023298
1200,ML,0.32,0.8134012742963386
2000,ML,0.32,0.5537384408678017
0,Optimization,0.34,4.968364876210246
1,ML,0.34,4.604970741838272
100,ML,0.34,4.994556245180554
500,ML,0.34,0.8062098398186939
1200,ML,0.34,0.7374090930102786
2000,ML,0.34,0.6121672073520176
0,Optimization,0.34,3.739988214782699
1,ML,0.34,7.329804486267473
100,ML,0.34,9.952833463747378
500,ML,0.34,1.902367687969389
1200,ML,0.34,0.6768682095166139
2000,ML,0.34,0.6525548395680395
0,Optimization,0.34,3.305769646409098
1,ML,0.34,6.675039181433078
100,ML,0.34,1.446124225606428
500,ML,0.34,1.2574072172106345
1200,ML,0.34,0.6527722961631072
2000,ML,0.34,0.7432206817437669
0,Optimization,0.34,3.992758440791766
1,ML,0.34,7.947683504355659
100,ML,0.34,1.8829857835717674
500,ML,0.34,0.7132508510851707
1200,ML,0.34,0.6862242228178287
2000,ML,0.34,0.5726680569068558
0,Optimization,0.34,4.5773094353445725
1,ML,0.34,9.463656935058546
100,ML,0.34,2.9840866745971932
500,ML,0.34,1.1283305346276644
1200,ML,0.34,1.1719090219154293
2000,ML,0.34,0.6028745278932431
0,Optimization,0.34,6.005131310870742
1,ML,0.34,7.407046911780537
100,ML,0.34,3.2070408154870753
500,ML,0.34,1.1065164903952749
1200,ML,0.34,0.7087267371024057
2000,ML,0.34,0.7597588700056043
0,Optimization,0.34,4.079916831133521
1,ML,0.34,7.317263582205381
100,ML,0.34,4.615653395285935
500,ML,0.34,0.8159832698748953
1200,ML,0.34,0.8057618357708858
2000,ML,0.34,0.639182968697386
0,Optimization,0.34,5.459601936843093
1,ML,0.34,5.054782590184488
100,ML,0.34,1.9983563762098073
500,ML,0.34,1.0692841935124537
1200,ML,0.34,0.7615170449761428
2000,ML,0.34,0.45854096202539274
0,Optimization,0.34,10.086402691789367
1,ML,0.34,6.42303981155619
100,ML,0.34,1.9150675718182846
500,ML,0.34,1.1618372607498815
1200,ML,0.34,0.7735163971853876
2000,ML,0.34,0.7368184873901792
0,Optimization,0.36,7.178424630487683
1,ML,0.36,11.148937019952912
100,ML,0.36,1.7371843878478082
500,ML,0.36,1.2290934158913083
1200,ML,0.36,0.9465790001448804
2000,ML,0.36,0.5677291067576222
0,Optimization,0.36,6.40965189764722
1,ML,0.36,25.021144756585347
100,ML,0.36,1.8074724923536443
500,ML,0.36,1.1265606487788613
1200,ML,0.36,0.7863835755036532
2000,ML,0.36,0.5862673311092433
0,Optimization,0.36,4.957114309350931
1,ML,0.36,11.921578343972158
100,ML,0.36,2.922198337650869
500,ML,0.36,0.8560594391106862
1200,ML,0.36,0.6358624151673427
2000,ML,0.36,0.5756417614366368
0,Optimization,0.36,6.227359441110872
1,ML,0.36,8.323445254668233
100,ML,0.36,1.8690827684476097
500,ML,0.36,1.4744752999842696
1200,ML,0.36,0.9158853022014365
2000,ML,0.36,0.641502909374572
0,Optimization,0.36,7.5016804289868215
1,ML,0.36,8.480354717460646
100,ML,0.36,4.327220874368369
500,ML,0.36,0.8131309458562002
1200,ML,0.36,0.8466660489537481
2000,ML,0.36,0.6969204912615817
0,Optimization,0.36,5.381482799872331
1,ML,0.36,8.84042361076553
100,ML,0.36,1.7213034065935724
500,ML,0.36,0.777862704929759
1200,ML,0.36,1.516602259638521
2000,ML,0.36,0.6963188826285965
0,Optimization,0.36,4.963561859070037
1,ML,0.36,5.497990242039386
100,ML,0.36,2.08084868946456
500,ML,0.36,1.4564800613460347
1200,ML,0.36,1.020669325643842
2000,ML,0.36,0.5542667179271986
0,Optimization,0.36,5.395114069840171
1,ML,0.36,5.675195085589574
100,ML,0.36,5.882550528805058
500,ML,0.36,1.191456405965552
1200,ML,0.36,0.7255318156795523
2000,ML,0.36,0.677538985883369
0,Optimization,0.36,3.915941000683811
1,ML,0.36,9.801455627880138
100,ML,0.36,1.0842441902877635
500,ML,0.36,1.0113333152720663
1200,ML,0.36,0.6168470204576054
2000,ML,0.36,0.5971066978120706
0,Optimization,0.38,5.3228992821187004
1,ML,0.38,9.962631739267536
100,ML,0.38,3.212568599902836
500,ML,0.38,2.379742031379443
1200,ML,0.38,0.932728994224812
2000,ML,0.38,0.5656297339166624
0,Optimization,0.38,7.998865834040435
1,ML,0.38,7.775774600794769
100,ML,0.38,1.7605209098967096
500,ML,0.38,1.8859444899237685
1200,ML,0.38,1.0157407064625068
2000,ML,0.38,0.5850203754416231
0,Optimization,0.38,4.800633495427813
1,ML,0.38,7.3386162764321465
100,ML,0.38,6.114654865520894
500,ML,0.38,1.7912933125845907
1200,ML,0.38,0.7948876259049548
2000,ML,0.38,0.7511007281102465
0,Optimization,0.38,6.674942167724664
1,ML,0.38,10.15524652057059
100,ML,0.38,1.8690431571382322
500,ML,0.38,1.023001808232779
1200,ML,0.38,1.084973046468445
2000,ML,0.38,0.6074097235133433
0,Optimization,0.38,11.344336698290846
1,ML,0.38,7.397363372050004
100,ML,0.38,2.5134498249120854
500,ML,0.38,1.6629785939293935
1200,ML,0.38,0.6593003328589706
2000,ML,0.38,0.5117733883222942
0,Optimization,0.38,9.085627006088323
1,ML,0.38,19.73212448096101
100,ML,0.38,1.4197147914633401
500,ML,0.38,1.0843876193634918
1200,ML,0.38,0.7680266353532555
2000,ML,0.38,0.8406259638839506
0,Optimization,0.38,5.871132643151831
1,ML,0.38,17.90722604727099
100,ML,0.38,2.1105181583752146
500,ML,0.38,2.394028047625082
1200,ML,0.38,0.8044552153392561
2000,ML,0.38,0.7644523078026102
0,Optimization,0.38,7.771052445467861
1,ML,0.38,14.615818341820903
100,ML,0.38,7.9721211387839945
500,ML,0.38,0.7869646567050526
1200,ML,0.38,0.9214145854399419
2000,ML,0.38,0.369371987488733
0,Optimization,0.38,6.374360800980176
1,ML,0.38,11.17708983016103
100,ML,0.38,2.3088768959494437
500,ML,0.38,1.2299777106349825
1200,ML,0.38,0.8489061999175758
2000,ML,0.38,0.5262398163232131
0,Optimization,0.4,9.860185681195066
1,ML,0.4,21.745470225327857
100,ML,0.4,3.186819527960405
500,ML,0.4,0.8228084711532377
1200,ML,0.4,0.7345405650368719
2000,ML,0.4,0.44526567469300027
0,Optimization,0.4,10.411287929726717
1,ML,0.4,7.983283019165076
100,ML,0.4,2.818500046127651
500,ML,0.4,1.7490078220463152
1200,ML,0.4,0.6825191065789155
2000,ML,0.4,0.6531186637928219
0,Optimization,0.4,5.508976178277345
1,ML,0.4,7.375893977203001
100,ML,0.4,3.644888187925261
500,ML,0.4,0.8686340755602733
1200,ML,0.4,1.070753625362526
2000,ML,0.4,0.5931183847250091
0,Optimization,0.4,6.352245884412243
1,ML,0.4,7.699246094057999
100,ML,0.4,4.858138062871365
500,ML,0.4,1.566017522897945
1200,ML,0.4,1.0185838238487528
2000,ML,0.4,0.6302274474817149
0,Optimization,0.4,7.351648297576281
1,ML,0.4,6.489166766868053
100,ML,0.4,1.7030915394860322
500,ML,0.4,0.8194619437987564
1200,ML,0.4,0.8504474131483741
2000,ML,0.4,0.5886082748276883
0,Optimization,0.4,5.260393436236242
1,ML,0.4,14.434774918021681
100,ML,0.4,3.423153774327674
500,ML,0.4,1.5533495997774989
1200,ML,0.4,0.782302881836669
2000,ML,0.4,0.6943983195911425
0,Optimization,0.4,6.865908909887789
1,ML,0.4,7.52751844338514
100,ML,0.4,3.9801695639208425
500,ML,0.4,1.0154773193353817
1200,ML,0.4,0.8069799054318099
2000,ML,0.4,0.5022721505514651
0,Optimization,0.4,5.972064420583494
1,ML,0.4,15.762815358442833
100,ML,0.4,9.522848944814392
500,ML,0.4,1.3564643891519235
1200,ML,0.4,0.7084945713369399
2000,ML,0.4,0.8114424446219523
0,Optimization,0.4,5.128890897663568
1,ML,0.4,9.524342247034845
100,ML,0.4,5.687244859949152
500,ML,0.4,1.361010695238747
1200,ML,0.4,0.7608821100203935
2000,ML,0.4,0.5943180055764675
0,Optimization,0.42,6.438250465713869
1,ML,0.42,14.216503122430092
100,ML,0.42,7.063597978882074
500,ML,0.42,1.418865584965739
1200,ML,0.42,1.3495071997416703
2000,ML,0.42,0.6180527735502279
0,Optimization,0.42,8.45045034937489
1,ML,0.42,11.71769390610633
100,ML,0.42,1.9029025028108542
500,ML,0.42,0.7885673347462832
1200,ML,0.42,0.7811561173239445
2000,ML,0.42,0.5643878921110048
0,Optimization,0.42,7.623728324359477
1,ML,0.42,9.102515401340959
100,ML,0.42,4.502260541302069
500,ML,0.42,1.3536742064952656
1200,ML,0.42,0.7030865911939518
2000,ML,0.42,0.4399493531438292
0,Optimization,0.42,6.142106304297322
1,ML,0.42,13.008744613406112
100,ML,0.42,3.6912409632882284
500,ML,0.42,0.8721807903463894
1200,ML,0.42,0.8675569029068526
2000,ML,0.42,0.587227498103079
0,Optimization,0.42,11.142286306039463
1,ML,0.42,9.503221623872676
100,ML,0.42,2.6764235744948155
500,ML,0.42,0.9538426804501234
1200,ML,0.42,0.7054559233389104
2000,ML,0.42,0.6963395126494313
0,Optimization,0.42,15.370934603702429
1,ML,0.42,10.629967749770952
100,ML,0.42,2.5670100179083972
500,ML,0.42,1.0838004997538158
1200,ML,0.42,0.9090077748276773
2000,ML,0.42,0.5315067911511734
0,Optimization,0.42,5.979756773190687
1,ML,0.42,8.377618821080317
100,ML,0.42,2.9013503508080314
500,ML,0.42,0.9270868045204085
1200,ML,0.42,0.757024311511734
2000,ML,0.42,0.662787376558132
0,Optimization,0.42,8.24732910569389
1,ML,0.42,9.18944273452743
100,ML,0.42,2.445516062568142
500,ML,0.42,1.3583991587053565
1200,ML,0.42,0.8506615138820967
2000,ML,0.42,0.590774258737589
0,Optimization,0.42,7.442091517953306
1,ML,0.42,13.24099869112664
100,ML,0.42,8.247587614002217
500,ML,0.42,1.0833991320569625
1200,ML,0.42,1.2042101226822215
2000,ML,0.42,0.42445397553783365
0,Optimization,0.44,10.716984267819644
1,ML,0.44,14.95906882880103
100,ML,0.44,7.569724876997698
500,ML,0.44,0.9811705280492643
1200,ML,0.44,1.9241662401022788
2000,ML,0.44,0.572577769008329
0,Optimization,0.44,7.999196359618448
1,ML,0.44,12.764545065250601
100,ML,0.44,6.614134332196601
500,ML,0.44,0.8679172371401043
1200,ML,0.44,1.00305620058013
2000,ML,0.44,0.6810105484545842
0,Optimization,0.44,7.921680922149654
1,ML,0.44,10.536121833120955
100,ML,0.44,5.7640346237559115
500,ML,0.44,1.193686312216459
1200,ML,0.44,0.8659072621078071
2000,ML,0.44,0.6441783234649694
0,Optimization,0.44,8.471612300937034
1,ML,0.44,14.482338485549484
100,ML,0.44,3.4551466892307996
500,ML,0.44,1.0879029448764315
1200,ML,0.44,1.3895929663810676
2000,ML,0.44,0.2640605346375671
0,Optimization,0.44,7.644537387794221
1,ML,0.44,17.639238204563846
100,ML,0.44,4.0281094830135205
500,ML,0.44,2.094332146976817
1200,ML,0.44,0.869709957212125
2000,ML,0.44,0.5236586732367388
0,Optimization,0.44,8.253458290653917
1,ML,0.44,11.21030443331826
100,ML,0.44,1.9440162338438487
500,ML,0.44,1.0137549835685356
1200,ML,0.44,2.1767498153739666
2000,ML,0.44,0.7756463934430413
0,Optimization,0.44,11.488528829641972
1,ML,0.44,27.422012843911226
100,ML,0.44,5.078088974014525
500,ML,0.44,1.1859038007982534
1200,ML,0.44,1.0800207721805282
2000,ML,0.44,0.5236574947780821
0,Optimization,0.44,7.247293303787244
1,ML,0.44,9.563720959288474
100,ML,0.44,3.256714345920432
500,ML,0.44,1.894954109584227
1200,ML,0.44,1.2523154707783868
2000,ML,0.44,0.6632455830831456
0,Optimization,0.44,16.485867839003912
1,ML,0.44,12.8652822937823
100,ML,0.44,2.0198062563820036
500,ML,0.44,1.9568172039729794
1200,ML,0.44,0.7874139321889189
2000,ML,0.44,0.1962216561606877
0,Optimization,0.46,10.984034883364638
1,ML,0.46,13.570352926094854
100,ML,0.46,3.637415650288529
500,ML,0.46,2.145208220252801
1200,ML,0.46,1.007502936196407
2000,ML,0.46,0.46474545438524206
0,Optimization,0.46,7.599994183980685
1,ML,0.46,11.432587329040738
100,ML,0.46,3.0548492862199748
500,ML,0.46,1.491346259364204
1200,ML,0.46,0.681014972359215
2000,ML,0.46,0.805642371927966
0,Optimization,0.46,15.172765504918418
1,ML,0.46,24.753071271904922
100,ML,0.46,2.5852722584574552
500,ML,0.46,1.080954461348611
1200,ML,0.46,0.8118197994078922
2000,ML,0.46,0.6516813514051022
0,Optimization,0.46,7.783349898267512
1,ML,0.46,23.417349824705784
100,ML,0.46,4.982216440167394
500,ML,0.46,1.0641832224293617
1200,ML,0.46,0.8290886641991495
2000,ML,0.46,0.4667860633710475
0,Optimization,0.46,14.086124551761213
1,ML,0.46,10.096343160451136
100,ML,0.46,3.153041002790315
500,ML,0.46,0.8682616632005616
1200,ML,0.46,0.7119897135844836
2000,ML,0.46,0.7220352134707163
0,Optimization,0.46,10.813429140009244
1,ML,0.46,11.558492778395042
100,ML,0.46,4.5055258809006915
500,ML,0.46,0.9953132501211981
1200,ML,0.46,0.7515147087556335
2000,ML,0.46,0.6445395298575229
0,Optimization,0.46,8.446267611051729
1,ML,0.46,17.028094938810803
100,ML,0.46,2.4663883147946364
500,ML,0.46,1.1321774636892685
1200,ML,0.46,0.7762261635661591
2000,ML,0.46,0.6426900393553739
0,Optimization,0.46,8.928100503456719
1,ML,0.46,12.831417234294376
100,ML,0.46,7.179642144016591
500,ML,0.46,2.119027896410207
1200,ML,0.46,0.769862011843371
2000,ML,0.46,0.6457576918733121
0,Optimization,0.46,8.219214684950517
1,ML,0.46,15.240264566109618
100,ML,0.46,11.666648223515892
500,ML,0.46,1.6125140403161486
1200,ML,0.46,0.7526795772162624
2000,ML,0.46,0.628705574387731
0,Optimization,0.48,11.461609396818178
1,ML,0.48,19.743519985176
100,ML,0.48,6.0847827013779145
500,ML,0.48,1.5596188338368266
1200,ML,0.48,1.0390364533777736
2000,ML,0.48,0.5400602629780518
0,Optimization,0.48,9.896291698781976
1,ML,0.48,16.663138677522937
100,ML,0.48,4.270405106947308
500,ML,0.48,1.2585609926631687
1200,ML,0.48,1.1475993743472659
2000,ML,0.48,0.511190230799905
0,Optimization,0.48,9.318494462290092
1,ML,0.48,11.423511196171274
100,ML,0.48,5.084777590148965
500,ML,0.48,1.5617978932673706
1200,ML,0.48,0.7032915704868589
2000,ML,0.48,0.6945387660188798
0,Optimization,0.48,8.875435738428271
1,ML,0.48,19.330174077741965
100,ML,0.48,3.00769546993293
500,ML,0.48,1.5436437414333826
1200,ML,0.48,0.8024429228090938
2000,ML,0.48,0.7951805497660955
0,Optimization,0.48,13.194568665062032
1,ML,0.48,10.894288612541557
100,ML,0.48,7.056058066657666
500,ML,0.48,1.0285788286089574
1200,ML,0.48,0.8914071772344399
2000,ML,0.48,0.5161479614792136
0,Optimization,0.48,10.00183002535884
1,ML,0.48,26.169313979431895
100,ML,0.48,3.3964332612412043
500,ML,0.48,1.82492260826137
1200,ML,0.48,0.9030059999869695
2000,ML,0.48,0.4849426220737028
0,Optimization,0.48,14.010302163412751
1,ML,0.48,22.148642746944
100,ML,0.48,8.837265760495262
500,ML,0.48,1.0433726173297426
1200,ML,0.48,0.9665571718342971
2000,ML,0.48,0.5871165604493016
0,Optimization,0.48,9.047546547601282
1,ML,0.48,14.086906196258052
100,ML,0.48,10.494031084362899
500,ML,0.48,1.5129283376986669
1200,ML,0.48,1.1708003977199066
2000,ML,0.48,0.7427780980066757
0,Optimization,0.48,11.47714728523287
1,ML,0.48,12.81010342221482
100,ML,0.48,8.539036110149853
500,ML,0.48,0.8596506440689302
1200,ML,0.48,0.7480880289527883
2000,ML,0.48,0.7637328397320872
0,Optimization,0.5,12.160650239783541
1,ML,0.5,15.627205441318337
100,ML,0.5,3.1033834080114557
500,ML,0.5,1.5591994245630723
1200,ML,0.5,0.8461771626558885
2000,ML,0.5,0.27071943514948793
0,Optimization,0.5,10.530351518684638
1,ML,0.5,27.771795121803393
100,ML,0.5,7.909229708267331
500,ML,0.5,1.0345147530672822
1200,ML,0.5,1.40525625182941
2000,ML,0.5,0.46180523528862794
0,Optimization,0.5,11.437242710196099
1,ML,0.5,18.816402843685605
100,ML,0.5,4.384400368714222
500,ML,0.5,1.2865001333488133
1200,ML,0.5,0.8218269107909322
2000,ML,0.5,0.5766013701350865
0,Optimization,0.5,11.255436906323302
1,ML,0.5,15.34018646140742
100,ML,0.5,6.3070616304271105
500,ML,0.5,1.7497003719941087
1200,ML,0.5,1.2406110999436426
2000,ML,0.5,0.8316974091247178
0,Optimization,0.5,9.971631112602331
1,ML,0.5,13.721582150505391
100,ML,0.5,6.309426426069435
500,ML,0.5,1.2478429585575759
1200,ML,0.5,1.01799016286206
2000,ML,0.5,0.6852525450840595
0,Optimization,0.5,9.467506923794888
1,ML,0.5,18.6080873898092
100,ML,0.5,4.079086741579858
500,ML,0.5,1.8373157918800795
1200,ML,0.5,0.7144127516506513
2000,ML,0.5,0.8688051760380339
0,Optimization,0.5,13.236952966346339
1,ML,0.5,16.68803268043839
100,ML,0.5,4.0042315606587175
500,ML,0.5,1.0736814213172488
1200,ML,0.5,0.9430793549263923
2000,ML,0.5,0.9229552474379887
0,Optimization,0.5,9.801417694806128
1,ML,0.5,13.631945421784785
100,ML,0.5,5.707246238424828
500,ML,0.5,2.4150160360552704
1200,ML,0.5,0.7736557388883281
2000,ML,0.5,0.6523930992562855
0,Optimization,0.5,9.631626589938808
1,ML,0.5,24.50168073415205
100,ML,0.5,4.04143841371759
500,ML,0.5,1.0124541519100623
1200,ML,0.5,1.3069011554030388
2000,ML,0.5,0.6796788520296145
0,Optimization,0.52,14.699508272476685
1,ML,0.52,15.268515599658743
100,ML,0.52,4.873594559512597
500,ML,0.52,1.0994778076894098
1200,ML,0.52,1.2983617739824163
2000,ML,0.52,0.6697525966274208
0,Optimization,0.52,15.832209629665343
1,ML,0.52,23.17587001262158
100,ML,0.52,4.003437983369663
500,ML,0.52,1.257023913778801
1200,ML,0.52,1.1997142839660377
2000,ML,0.52,0.6819616808895108
0,Optimization,0.52,10.937620945598384
1,ML,0.52,16.22086359621772
100,ML,0.52,4.1115223938251235
500,ML,0.52,1.5569498270967888
1200,ML,0.52,1.033359713991613
2000,ML,0.52,0.7022509383875143
0,Optimization,0.52,11.25343522252071
1,ML,0.52,18.040047705616225
100,ML,0.52,6.552508545353229
500,ML,0.52,1.0274109539254361
1200,ML,0.52,1.3074776791321483
2000,ML,0.52,0.6677310947928139
0,Optimization,0.52,11.982414406642919
1,ML,0.52,26.649364496001347
100,ML,0.52,3.442198058017181
500,ML,0.52,1.202592538112339
1200,ML,0.52,1.291845980405638
2000,ML,0.52,0.7715141560844495
0,Optimization,0.52,11.41066880685635
1,ML,0.52,18.83943587678486
100,ML,0.52,5.123644871893346
500,ML,0.52,1.741816794460298
1200,ML,0.52,0.8650427736814305
2000,ML,0.52,0.6610101120770552
0,Optimization,0.52,12.770813716332757
1,ML,0.52,24.4216880423373
100,ML,0.52,9.524220099722061
500,ML,0.52,1.0888307956810077
1200,ML,0.52,0.7856724888237363
2000,ML,0.52,0.7050551705672095
0,Optimization,0.52,12.577890811551544
1,ML,0.52,21.266662542179006
100,ML,0.52,5.275604239515194
500,ML,0.52,1.4530217045948803
1200,ML,0.52,0.7131901732889047
2000,ML,0.52,0.606487186275981
0,Optimization,0.52,12.103336071789515
1,ML,0.52,19.20093400535464
100,ML,0.52,5.374753799972847
500,ML,0.52,1.3359121528948061
1200,ML,0.52,1.3485277246294411
2000,ML,0.52,0.6838834436604704
0,Optimization,0.54,12.003932306185634
1,ML,0.54,24.405979617147025
100,ML,0.54,8.242298057150201
500,ML,0.54,1.0532300958579464
1200,ML,0.54,1.1690294242750514
2000,ML,0.54,0.6859688480202999
0,Optimization,0.54,16.845459960146464
1,ML,0.54,20.412659444565847
100,ML,0.54,7.7939274642637635
500,ML,0.54,2.071108681848093
1200,ML,0.54,0.9880017150587236
2000,ML,0.54,0.737070357842945
0,Optimization,0.54,11.856146141092994
1,ML,0.54,29.973472384484573
100,ML,0.54,11.494787280736178
500,ML,0.54,1.7291100353482762
1200,ML,0.54,1.51897406540248
2000,ML,0.54,0.5986415634443129
0,Optimization,0.54,30.204002318513055
1,ML,0.54,22.26771906882748
100,ML,0.54,9.594206521155908
500,ML,0.54,2.9752284404428453
1200,ML,0.54,0.8852682802931606
2000,ML,0.54,0.7211219580531925
0,Optimization,0.54,11.879889688443269
1,ML,0.54,22.064021268507958
100,ML,0.54,9.810988679225987
500,ML,0.54,1.6610129535268885
1200,ML,0.54,1.8454008184203723
2000,ML,0.54,0.8244794871019193
0,Optimization,0.54,22.377205856729017
1,ML,0.54,52.85409157985935
100,ML,0.54,4.790007137638188
500,ML,0.54,3.330542342036701
1200,ML,0.54,1.0076587712372715
2000,ML,0.54,0.6099072021746058
0,Optimization,0.54,11.853956290742218
1,ML,0.54,64.89400090117881
100,ML,0.54,8.647917978007971
500,ML,0.54,1.6891706350770752
1200,ML,0.54,0.7149340151391551
2000,ML,0.54,0.5829991023776491
0,Optimization,0.54,15.229573594469572
1,ML,0.54,17.061650847148044
100,ML,0.54,7.7475525434229
500,ML,0.54,1.9003965092699782
1200,ML,0.54,1.2804203762942068
2000,ML,0.54,0.8655559332091755
0,Optimization,0.54,15.289012122918207
1,ML,0.54,23.79494165758932
100,ML,0.54,3.8298945606347536
500,ML,0.54,1.8031111966349316
1200,ML,0.54,0.9610072908454665
2000,ML,0.54,0.873055085239603
0,Optimization,0.56,15.686156154875558
1,ML,0.56,19.169322935992668
100,ML,0.56,4.8286303575140845
500,ML,0.56,1.677565476711513
1200,ML,0.56,0.8541330209932873
2000,ML,0.56,0.5779145955859986
0,Optimization,0.56,13.75143037632389
1,ML,0.56,27.65665774508384
100,ML,0.56,7.247242373315892
500,ML,0.56,4.405303054044776
1200,ML,0.56,2.885432990383725
2000,ML,0.56,0.922790608372246
